,LLM-Centric,Alignment-Based
12,"The ذرة can be considered to be one of the fundamental building وحدات of all المواد. Its a very complex كيان which consists, according to a simplified Bohr نموذج, of a central نواة orbited by الإلكترونات, somewhat similar to الكواكب orbiting the الشمس - see الشكل 1.1. The النواة consists of two جسيمين - النيوترونات and البروتونات. البروتونات have a positive electric شحنة while النيوترونات have no شحنة. The الإلكترونات have a negative electric شحنة.","Virtually all حاسوب in استخدمة اليوم are based on the معالجة of معلومات which is coded in the شكل of binary أرقام. A binary رقم can have only one of two قيم, i.e. 0 or 1, and these أرقام are referred to as binary أرقام - or بتّات, to use حاسوب لغة."
13,"Virtually all أجهزة الحاسوب in use today are based on the معالجة of المعلومات which is coded in the شكل of أرقام ثنائية. A رقم ثنائي can have only one of two قيم, i.e. 0 or 1, and these أرقام are referred to as أرقام ثنائية - or بتّات, to use لغة الحاسوب الاصطلاحية.","""المدونات can also help improve كتابة الطلاب. While الطلاب often begin their تجربة المدونة with sloppy نحو and إملاء, the وجود of an جمهور generally changes that. Since الطلاب are often the most critical جمهور, the كاتب المدونة begins to strive to improve كتابة to avoid انتقاد. Also التدوين """"forces الطلاب to become more savvy about the عالم around them."""" The حاجة to feed the اهتمام of the جمهور inspires الطلاب to be clever and interesting (توتو, 2004). التدوين is a أداة that inspires تعاون, and encourages الطلاب to extend تعلم well beyond the traditional يوم مدرسي. Appropriate استخدام of مدونات """"can empower الطلاب to become more analytical and critical; through actively responding to مواد الإنترنت, الطلاب can define their مواقف in the سياق of كتابات الآخرين as well as outline their own وجهات نظر on particular قضايا (أورافيك, 2002)."""
14,"""المدونات can also help improve student كتابة. While الطلاب often begin their تجربتهم في المدونات with sloppy قواعد نحوية and إملائية, the وجود of an جمهور generally changes that. Since الطلاب are often the most critical جمهور, the كاتب المدونة begins to strive to improve الكتابة to avoid الانتقاد. Also المدونات ""forces الطّلاب to become more savvy about the العالم around them."" The الحاجة to feed the اهتمام of the جمهور inspires الطلاب to be clever and interesting (Toto, 2004). التدوين is a أداة that inspires التعاون, and encourages الطلاب to extend التعلم well beyond the traditional اليوم الدراسي. Appropriate الاستخدام of المدونات ""can empower الطلاب to become more analytical and critical; through actively responding to المواد على شبكة الإنترنت, الطلاب can define their مواقفهم in the سياق of others' كتابات as well as outline their own آرائهم on particular قضايا (Oravec, 2002).""","Asynchronous الاتصال encourages الوقت for للتأمل and والتفاعل to الآخرين. It allows الطلاب the القدرة to work at their own لسرعتهم and control the وتيرة of instructional المعلومات. In علاوة على ذلك, there are fewer قيود زمنية with the إمكانية of flexible عمل ساعات. (بريمر, 1998) The استخدام of the الإنترنت and the العالمية Wide الشبكة العنكبوتية allows المتعلمين to have الوصول to المعلومات at all أوقات. الطلاب can also submit questions to المدرسين at any وقت of اليوم and expect reasonably quick إجابات, rather than waiting until the next وجهاً لوجه الاجتماع."
15,"Asynchronous الاتصال غير المتزامن encourages لتخصيص الوقت for للتأمل and والتفاعل تجاه to others. It allows للطلاب القدرة على to work at their own سرعتهم الخاصة and control the وتيرة of instructional المعلومات التعليمية. In addition, there are fewer قيود زمنية with the إمكانية تحديد ساعات عمل مرنة. (Bremer, 1998) The استخدام الإنترنت and the الشبكة العنكبوتية العالمية allows للمتعلمين to have الوصول إلى المعلومات at all وقت. الطلاب can also submit أسئلة to المدرسين at any وقت من اليوم and expect reasonably quick إجابات سريعة بشكل معقول, rather than waiting until the next الاجتماع التالي وجهاً لوجه.","The traditional medieval قلعة has long inspired the خيال, conjuring up صور of مبارزات, ولائم and Arthurian فروسية. Even standing amidst thousand سنة-old آثار it is easy to bring to ذهن the أصوات and روائح of معارك long gone, to almost hear the ثرثرة of حوافر on the حصى and to smell the خوف rising from the زنزانة pits. But is our خيال based on واقع? Why were قلاع built in the first مكان? How were they designed and built?"
16,"The traditional medieval قلعة has long inspired the الخيال, conjuring up صوراً of jousts, الولائم and Arthurian فروسية. Even standing amidst thousand year-old آثار it is easy to bring to ذهنك the أصوات and روائح of المعارك long gone, to almost hear the الثرثرة of القلنسوة on the الحصى and to smell the الخوف rising from the حفر الزنزانة. But is our مخيلتنا based on الواقع? Why were القلاع built in the first الأصل? How were they تصميمها and بناؤها?","Typical for the فترة, كيربي موكسلو قلعة is more of a fortified منزل than a true قلعة. Its large glazed نوافذ and thin أسوار would not have been able to resist a determined هجوم for long. In the ثمانينيات, when its بناء was begun by اللورد هاستينجز, the بلاد was relatively peaceful and دفاع was only required against small مجموعات of roving لصوص."
17,"Typical for the فترة, Kirby Muxloe قلعة is more of a fortified منزلاً than a true قلعة. Its large glazed نوافذ and thin أسوار would not have been able to resist a determined هجوماً for long. In the 1480s, when its بناء was begun by Lord Hastings, the البلاد was relatively peaceful and الدفاع was only required against small مجموعات of roving لصوص.","With the تغيير from the ربع to the نصف ميل run, سرعة becomes of much less أهمية and تحمل becomes an absolute ضرورة. Of بالطبع a first-class half-مئلر, a رجل who can beat two دقيقتين, must be possessed of a fair قدر of سرعة, but تحمل must be cultivated at all مخاطر. Some بلد جري during the شتاء, combined with صالة work for the upper جزء of the جسم, is the best إعداد for the جري موسم."
18,"With the التغيير في مسافة السباق from the ربع ميل to the half ميل, السرعة becomes of much less أهمية and القدرة على التحمل becomes an absolute ضرورة مطلقة. Of course a first-class half-miler, a رجل who can beat two دقيقتين, must be possessed of a fair قدر معقول of السرعة, but القدرة على التحمل must be cultivated at all الأحوال. Some cross البلد جرياً during the فصل الشتاء, combined with التمارين الرياضية for the upper الجزء العلوي of the الجسم, is the best إعداد for the موسم الجري.","Proper nutritional الممارسات alone cannot generate elite أداء, but they can significantly affect young الرياضيين' overall صحة. Maintaining a healthy التوازن للطاقة, practicing effective عادات الترطيب, and understanding the various الجوانب of المكملّات الغذائية practices can help الرياضيين improve their أداء and increase their تمتعهم of the رياضة."
19,"Proper nutritional الممارسات الغذائية alone cannot generate elite أداء ممتاز, but they can significantly affect young الرياضيين الشباب' overall صحة. Maintaining a healthy التوازن الصحي للطاقة, practicing effective عادات الترطيب الفعّالة, and understanding the various الجوانب المختلفة of ممارسات المكملّات الغذائية can help الرياضيين improve their أدائهم and increase their مستوى تمتعهم بالرياضة.","Middle المسافات جري is a relatively inexpensive رياضة; however, there are many المفاهيم الخاطئة regarding the few المعدات required to participate. المنتجات can be purchased as needed, but most will have little or no real تأثير on الأداء. الرياضيون may feel that they prefer a منتج even when it provides no real منافع."
20,"Middle distance جري المسافات المتوسطة is a relatively inexpensive رياضة; however, there are many المفاهيم الخاطئة regarding the few المعدات of المطلوبة required to participate. المنتجات can be purchased as needed, but most will have little or no real تأثير on الأداء. الرياضيون may feel that they prefer a منتجاً even when it provides no real منافع حقيقية.","التصوير بالرنين المغناطيسي is based on a ظاهرة فيزيائية called nuclear magnetic الرنين (NMR), which was discovered in the ثلاثينيات by فيليكس بلوخ (working at جامعة ستانفورد) and إدوارد بورسيل (from جامعة هارفارد). In this الرنين, المجالات المغناطيسيّة and الموجات الراديويّة cause الذرّات to give off tiny radio إشارات. In the عام 1970, رايموند داماديان, a طبيب and عالم أبحاث, discovered the الأساس for using magnetic resonance التصوير as a أداة for medical تشخيص. Four سنوات later a براءة اختراع was granted, which was the العالم's first براءة اختراع issued in the field of التصوير بالرنين المغناطيسي. In 1977, الدكتور داماديان completed the إنشاء of the first ""whole-جسم"" MRI ماسح ضوئي, which he called the ""الذي لا يقهر""."
21,"MRI is based on a ظاهرة فيزيائية called nuclear magnetic resonance (NMR), which was discovered in the 1930s by Felix Bloch (working at Stanford University) and Edward Purcell (from Harvard University). In this الرنين, المجالات المغناطيسيّة and الموجات الراديويّة cause الذرّات to give off tiny إشارات راديو دقيقة. In عام 1970, Raymond Damadian, a طبيب and عالم أبحاث, discovered the الأساس for using magnetic resonance التصوير as a أداة for التشخيص الطبّي. Four سنوات later a براءة اختراع was granted, which was the world's first براءة اختراع issued in the مجال of MRI. In 1977, Dr. Damadian completed the إنشاء of the first ""whole-body"" MRI ماسح ضوئي, which he called the ""الذي لا يقهر"".","الإنسان are by far the most talented الكائنات in reading the عقول of الآخرين. That means we are able to successfully predict what other البشر perceive, intend, believe, know or desire. Among these القدرات, understanding the نية of الآخرين is crucial. It allows us to resolve possible الغموض of physical الأفعال. For المثال, if you were to see شخصاً breaking a سيارة نافذة, you would probably assume he was trying to steal a غريب's سيارة. He would need to be judged differently if he had lost his سيارة مفاتيح and it was his own سيارة that he was trying to break into."
22,"Humans are by far the most talented كائنات in reading the عقول of others. That means we are able to successfully predict what other البشر perceive, intend, believe, know or desire. Among these abilities, understanding the نية of others is crucial. It allows us to resolve possible ambiguities of physical الأفعال. For سبيل المثال, if you were to see someone breaking a نافذة سيارة, you would probably assume he was trying to steal a stranger's سيارة. He would need to be judged differently if he had lost his مفاتيح سيارته and it was his own سيارته that he was trying to break into.","Although الذكاء الاصطناعي has a strong دلالة of العلمي، الذكاء الاصطناعي forms a very important فرع of علوم الكمبيوتر, dealing with السلوك, التعلم and intelligent التكيف in a آلة. البحث in الذكاء الاصطناعي involves making الآلات to automate المهام that require intelligent سلوك. الأمثلة include التحكم, التخطيط and وضع الجداول, the القدرة to answer الزبائن تشخيصات and questions, as well as خط اليد التعرف, الصوت and الوجه. Such الأشياء have become separate مجالات, which focus on providing حلول to real الحياة مشاكل. The نظام الذكاء الاصطناعي is now often used in the حقول of الاقتصاد, الطب, الهندسة and the الجيش, as has been built in several المنزلية الحواسب and ألعاب الفيديو برمجية تطبيقات."
23,"Although AI has a strong دلالة of science الخيال العلمي, AI forms a very important فرعاً of computer علوم, dealing with السلوك, التعلم and intelligent التكيف in a الآلة. البحث in AI involves making الآلات to automate المهام that require intelligent سلوكاً. الأمثلة include التحكم, التخطيط and وضع الجداول, the القدرة to answer تشخيصات الزبائن and أسئلتهم, as well as التعرف على خط اليد, الصوت and الوجه. Such الأشياء have become separate مجالاتٍ, which focus on providing حلولٍ to real الحياة الحقيقيّة مشاكل. The AI نظام is now often used in the حقول of الاقتصاد, الطب, الهندسة and the الجيش, as has been built in several home تطبيقات برمجية and ألعاب الفيديو على الحواسب المنزلية.","Convergent تفكير أنماط are مشاكل حل تقنيات that unite different أفكار or مجالات to find a حل. The تركز of this عقلية is سرعة, منطق and دقة, also تحديد of حقائق, reapplying existing تقنيات, gathering معلومات. The most important عامل of this عقلية is: there is only one correct إجابة. You only think of two إجابات, namely right or wrong. This نوع of تفكير is associated with certain علم or standard إجراءات. أشخاص with this نوع of تفكير have logical تفكير, are able to memorize أنماط, solve مشاكل and work on scientific اختبارات."
24,"Convergent thinking أنماط are problem solving أساليب that unite different أفكار or مجالات to find a حل. The العقلية of this التفكير is speed, المنطق and accuracy, also identification of الحقائق, reapplying existing التقنيات, gathering المعلومات. The most important العامل of this العقلية is: there is only one correct إجابة. You only think of two إجابتين, namely صحيحة or خاطئة. This النوع of thinking is associated with certain علم or standard إجراءات. الأشخاص with this النوع of thinking have logical thinking, are able to memorize الأنماط, solve المشاكل and work on scientific الاختبارات.","The استخدام of تسجيلات الفيديو has led to اكتشافات هامة in the تفسير of التعابير الدقيقة للوجه, حركات which last a few أجزاء من الثانية. In particular, it is claimed that one can detect whether a الشخص is lying by interpreting التعابير الدقيقة correctly. أوليفر ساكس, in his ورقته The خطاب الرّئيس, indicated how الأشخاص who are unable to understand الكلام because of تلفِ الدّماغ are nevertheless able to assess الصّدق accurately. He even suggests that such القدرات in interpreting human السلوك may be shared by الحيوانات such as الكلاب الأليفة."
25,"The use of تسجيلات الفيديو has led to important اكتشافات in the مجال تفسير of micro-expressions, facial حركات which last a few milliseconds. In particular, it is claimed that one can detect whether a الشخص is lying by interpreting micro-expressions correctly. Oliver Sacks, in his ورقته The President's Speech, indicated how الأشخاص who are unable to understand الكلام because of تلفِ الدّماغ are nevertheless able to assess الصّدق accurately. He even suggests that such القدرات in interpreting human السلوك may be shared by الحيوانات such as domestic الكلاب.","As the قدرة to obtain معرفة and to learn changed in such a طريقة as mentioned above the معدل الأساسي at which معرفة was obtained changed. The وسيلة to obtaining معلومات was different. No longer did ضغط reside within individual تذكر, but the قدرة to recall نص became more of a تركيز. In جوهر, the نهضة made a significant تغيير in the نهج to تعلم and the نشر of معرفة."
26,"As the القدرة to obtain المعرفة and to learn changed in such a طريقة as mentioned above the base معدل at which المعرفة was obtained changed. The وسيلة to obtaining المعلومات was different. No longer did الضغط reside within individual التذكر but the القدرة to recall النص became more of a تركيز. In essence, the عصر النهضة made a significant تغيير in the نهج to learning and the نشر of المعرفة.","The الإنترنت combines عناصر of both mass and interpersonal تواصل. The distinct خصائص of the الإنترنت lead to additional أبعاد in حيث of the استخدامات and إشباع نهج. For مثال, ""تعلم"" and ""تنشئة اجتماعية"" are suggested as important دوافع for الإنترنت استخدام (جيمس et al., 1995). ""مشاركة شخصية"" and ""علاقات مستمرة"" were also identified as new تحفيز جوانب by إيمي and مكورد (1998) when they investigated جمهور رد فعل to مواقع الويب."
27,"The الإنترنت combines elements of both mass and interpersonal التواصل الجماهيري والشخصي. The distinct الخصائص المميزة of the الإنترنت lead to additional أبعاد in terms of the uses and gratifications نهج الاستخدامات وطرق الإشباع. For example, ""التعلم"" and ""التنشئة الاجتماعية"" are suggested as important دوافع for استخدام شبكة الإنترنت (James et al., 1995). ""المشاركة الشخصية"" and ""العلاقات المستمرة"" were also identified as new جوانب تحفيزية by Eighmey and McCord (1998) when they investigated رد فعل الجمهور to مواقع الويب.","Gothic طراز peaked in the فترة between the قرنين 10th - 11th and the قرن 14th. At the بداية ملابس was heavily influenced by the ثقافة Byzantine in the شرق. However, due to the slow قنوات تواصل, أنماط in the غرب could lag behind by 25 to 30 سنة. towards the نهاية of the عصور الوسطى أوروبا began to develop their own style. one of the biggest تطورات of the وقت as a نتيجة of the حروب صليبية ناس began to use أزرار to fasten ملابس."
28,"Gothic style peaked in the فترة ما between the 10th - 11th centuries and the 14th القرن. At the البداية dress was heavily influenced by the Byzantine الثقافة in the east. However, due to the slow قنوات التواصل, styles in the west could lag behind by 25 to 30 year. towards the نهاية of the Middle Ages western Europe began to develop their own أسلوبها الخاص. one of the biggest التطورات of the ذلك الوقت as a نتيجة of the الحروب الصليبية began to use الأزرار to fasten الملابس.","We can start living more friendly to the بيئة, we can join to the الحركة البيئية, and we can even be نشطاء in أجل to reduce the future معاناة in some درجة. This is just like symptomatic علاج in many حالات. However, if we do not only want a temporary حل, then we should find the جذر of the مشكلات, and we should deactivate them. It is obvious enough that the عالم has changed much because of البشرية's scientific and technological تقدم, and مشاكل have become greater because of زيادة السكاني and الإنسان's extravagant نمط الحياة."
29,"We can start living more friendly to the البيئة, we can join to the الحركة البيئية, and we can even be نشطاء in order to reduce the future المعاناة in some درجة. This is just like symptomatic علاج الأعراض in many الحالات. However, if we do not only want a temporary حلاً, then we should find the جذر of the المشكلات, and we should deactivate them. It is obvious enough that the العالم has changed much because of humankind's scientific and technological التقدم, and المشاكل have become greater because of زيادة السكاني and mankind's extravagant نمط الحياة المترف.","The موازنة of طاقة was a نظام in which European دول sought to maintain the national سيادة of all European دول. The مفهوم was that all European دول had to seek to prevent one دولة from becoming powerful, and thus national حكومات often changed their تحالفات in نظام to maintain the موازنة. The حرب of Spanish خلافة marked the first حرب whose central قضية was the موازنة of طاقة. This marked an important تغيير, as European قوى would no longer have the ذريعة of being religious حروب. Thus, the Thirty عام' حرب would be the last حرب to be labeled a religious حرب."
30,"The الموازنة في الطاقة was a نظاماً in which European الدول sought to maintain the national السيادة of all European الدول. The المفهوم was that all European الدول had to seek to prevent one دولة from becoming powerful, and thus national الحكومات often changed their تحالفاتها in order to maintain the التوازن. The حرب الخلافة الإسبانية marked the first حرب whose central قضيتها was the ميزان القوى. This marked an important تغييرٍ مهمٍ, as European القوى would no longer have the ذريعة of being religious حروباً. Thus, the Thirty Years' حرب would be the last حرب to be labeled a religious حرب دينية.","During this فترة of European تاريخ, the كنيسة الكاثوليكية, which had become rich and powerful, came under تدقيق. For over a thousand سنوات the Christian دين had bound European دول together despite اختلافات in لغة and عادات. Its all-pervading قوة affected الجميع from ملك to عوام. One of the main Christian مبادئ is that ثروة should be used to alleviate معاناة and فقر and that the monetary أموال of the كنيسة are there specifically for that سبب. The central سلطة of the كنيسة had been in روما for over a thousand سنوات and this تركيز of power and مال led many to question whether this عقيدة was being met."
31,"During this الفترة of European التاريخ, the Catholic الكنيسة, which had become rich and powerful, came under للتدقيق. For over a thousand years the Christian الديانة had bound European الدول together despite differences in اللغة and العادات. Its all-pervading القوة affected everyone from الملك to عوامّ الناس. One of the main Christian المبادئ is that الثروة should be used to alleviate المعاناة and الفقر and that the monetary الأموال of the الكنيسة are there specifically for that السبب. The central السلطة of the الكنيسة had been in Rome for over a thousand years and this التركيز of السلطة and المال led many to question whether this العقيدة was being met.","The terrified الملك لويس XVI, الملكة ماري أنطوانيت their two young أطفال (11 عام old ماري تيريز and four عام old لويس-Charles) and the King's أخت, السيدة إليزابيث, on the 6th أكتوبر 1789 were forced back to باريس from فرساي by a حشد of سوق نساء. In a عربة, they traveled back to باريس surrounded by a حشد of ناس screaming and shouting تهديدات against the الملك and الملكة. The حشد of ناس forced the الملك And الملكة to have their عربة نوافذ wide open. At one نقطة a عضو of the حشد waved the رأس of a royal حارس killed at فرساي in أمام of the terrified الملكة."
